image_filename,image_width,image_height,class,xmin,ymin,bbox_width,bbox_height
000000000715.jpg,640,480,2,71,108.53,-35.09,-90.29
000000000715.jpg,640,480,2,111.44,70.86,-65.42,-51.14
000000000715.jpg,640,480,2,125.53,60.89,-88.35,-41.99
000000000715.jpg,640,480,2,46.93,119.59,30.54,-83.9
000000000715.jpg,640,480,2,65.04,81.55,-34.68,-62.97
000000000715.jpg,640,480,2,119.9,96.71,-74.36,-81.68
000000022090.jpg,640,480,2,424.1,0,-230.13,72.54
000000000715.jpg,640,480,2,136.2,270.78,-103.51,-237.17
000000000715.jpg,640,480,2,287.13,154.15,-249.95,-109.23
000000000715.jpg,640,480,2,196.31,146.7,181.22,-10.79
000000000715.jpg,640,480,2,147.11,142.74,-119.32,-116.37
000000000715.jpg,640,480,2,112.2,146.07,-69.59,-108.79
000000000715.jpg,640,480,2,88.2,285.29,-53.6,-253.5
000000000715.jpg,640,480,2,238.1,337.96,-195.24,-295.61
000000000715.jpg,640,480,2,349.78,396.45,-308.05,-353.31
000000000715.jpg,640,480,2,461.66,415.28,-414.2,-363.5
000000000715.jpg,640,480,2,482.16,373.21,-433.62,-328.98
000000003703.jpg,640,427,2,504.1,78.84,-443.61,-29.2
000000003817.jpg,640,425,2,396.9,162.29,-392.34,-156.76
000000003817.jpg,640,425,2,368.31,158.96,-364.54,-148.29
000000003817.jpg,640,425,2,402.8,161.2,-399.72,-151.2
000000003817.jpg,640,425,2,428.29,151.14,-426.26,-145.79
000000000715.jpg,640,480,2,311.85,78.82,-279.64,-36.64
000000025521.jpg,640,480,2,82.29,0,26.17,66.08
000000000715.jpg,640,480,2,187.7,90.85,-156.62,-60.87
000000000715.jpg,640,480,2,341.22,76.64,-327.47,-51.89
000000010432.jpg,640,480,2,90.28,74.12,5.53,23.51
000000020906.jpg,426,640,2,270.7,371.59,-181.91,-257.01
000000025521.jpg,640,480,2,366.85,258.18,-338.09,-211.51
000000000715.jpg,640,480,2,84.77,156.3,-68.32,-140.46
000000000715.jpg,640,480,2,71.42,152.91,-53.09,-135.51
000000025521.jpg,640,480,2,151.71,254.92,-124.35,-221.34
000000009077.jpg,640,427,2,276.23,320.96,-261.26,-306.57
000000000715.jpg,640,480,2,169.64,317.06,-131.6,-282.72
000000000715.jpg,640,480,2,128.22,303.17,-91.63,-270.78
000000009077.jpg,640,427,2,285.37,313.16,-270.03,-298.24
000000009077.jpg,640,427,2,286.9,296.28,-273.59,-281.44
000000009077.jpg,640,427,2,292,330.47,-278.68,-316.45
000000009077.jpg,640,427,2,272.69,333.72,-256.83,-320.57
000000009077.jpg,640,427,2,291.3,344.04,-276.2,-333.66
000000009077.jpg,640,427,2,304.3,327.11,-289.62,-316.31
000000009077.jpg,640,427,2,301.49,318.63,-287.68,-307.3
000000009077.jpg,640,427,2,293.5,297.12,-278.85,-273.96
000000008711.jpg,640,480,2,0,145.37,113.61,-30.46
000000008711.jpg,640,480,2,17.36,156.4,178.61,24.68
000000003703.jpg,640,427,2,496.36,94.39,-447.32,-13.49
000000016161.jpg,500,375,2,143.44,25.65,-19.08,164.76
000000010432.jpg,640,480,2,499.51,203.97,-411.72,-122.75
000000009077.jpg,640,427,2,525.42,311.07,-504.92,-272.59
000000009077.jpg,640,427,2,429.56,176.03,-418.83,-167.35
000000009077.jpg,640,427,2,418.32,174.67,-407.62,-166.69
000000025521.jpg,640,480,2,315.01,241.93,-292.66,-218.59
000000009077.jpg,640,427,2,393.04,183.57,-340.99,-172.24
000000025521.jpg,640,480,2,199.92,248.57,-167.24,-212.39
000000009077.jpg,640,427,2,390.21,192.72,-383.58,-188
000000025521.jpg,640,480,2,245.51,286.93,-202.28,-248.39
000000025521.jpg,640,480,2,391.03,259.67,-356.66,-214.92
000000025521.jpg,640,480,2,278.06,236.88,-237.16,-206.55
000000025521.jpg,640,480,2,351.33,235.57,-315.61,-208.55
000000025521.jpg,640,480,2,320.45,256.75,-272.69,-227.7
000000025521.jpg,640,480,2,248.76,228.69,-218.91,-203.31
000000025521.jpg,640,480,2,480.5,160.97,-382.09,-84.72
000000009077.jpg,640,427,2,273.88,310.09,-260.58,-297.33
000000000715.jpg,640,480,2,486.72,346.82,-446.95,-310.94
000000003703.jpg,640,427,2,476.76,265.2,-385.83,-243.05
000000000715.jpg,640,480,2,258.88,98.33,-229.85,-59.54
000000000715.jpg,640,480,2,90.72,98.04,-57.89,-81.27
000000000715.jpg,640,480,2,52.94,49.87,-16.02,-29.89
000000025521.jpg,640,480,2,413.01,224.33,-307.42,-113.76
000000012153.jpg,500,333,2,2.24,0.75,157.9,276.87
000000012153.jpg,500,333,2,311.21,142.56,-202.42,47.85
000000012153.jpg,500,333,2,111,35.09,142.29,259.17
000000012153.jpg,500,333,2,0.72,262.1,93.27,-228.27
000000012153.jpg,500,333,2,170,54.66,-147.2,-40.27
000000012153.jpg,500,333,2,407.83,179.6,-324.77,-30.69
000000012153.jpg,500,333,2,0,280.62,234.97,-228.24
000000012153.jpg,500,333,2,176.88,53.39,-120.62,-14.5
000000012153.jpg,500,333,2,471.22,90.32,-456.26,-75.18
000000015947.jpg,640,480,2,288.76,283.44,-261.1,-158.81
000000015947.jpg,640,480,2,377,256.48,-173.06,-130.81
000000015947.jpg,640,480,2,209.77,244.48,-164.37,-229.72
000000015947.jpg,640,480,2,143.6,246.78,-97.42,-236.36
000000015947.jpg,640,480,2,213.6,232.21,-183.67,-214.35
000000015947.jpg,640,480,2,151.21,233.84,-121.34,-220.17
000000015947.jpg,640,480,2,157.23,295.99,-144.47,-263.08
000000015947.jpg,640,480,2,151.73,298.91,-144.37,-274.82
000000015947.jpg,640,480,2,589.11,295.33,-554.12,-233.31
000000015947.jpg,640,480,2,137.27,322.39,-125.73,-304.85
000000015947.jpg,640,480,2,196.31,222.65,-160.28,-191.26
000000015947.jpg,640,480,2,242.97,224.95,-204.74,-194.36
000000015947.jpg,640,480,2,64.67,251.09,168.47,-228.75
000000023840.jpg,640,427,2,543.39,88.47,-446.78,66.27
000000023840.jpg,640,427,2,337.89,155.61,-38.68,114.69
000000000715.jpg,640,480,2,49,155,408,169
000000009077.jpg,640,427,2,305,239,-138,-196
000000010432.jpg,640,480,2,0,0,639,479
000000025234.jpg,606,640,2,104.01,341,-9.41,-276.48
000000023875.jpg,640,428,2,69.41,144.59,2.88,-74.22
000000019151.jpg,480,640,2,22.21,20.82,369.29,484.52
000000007781.jpg,640,480,2,37.32,103.41,464.45,130.89
000000020966.jpg,640,480,2,132.13,208.34,246.71,57.99
000000020966.jpg,640,480,2,397.42,215.57,-154.84,11.53
000000020966.jpg,640,480,2,536.19,147.57,-432.61,-100.63
000000020966.jpg,640,480,2,210.47,146.14,-3.22,-91.37
000000020966.jpg,640,480,2,111.9,157.45,168.35,-95.09
000000014036.jpg,640,554,2,9.95,386.24,80.28,-352.01
000000000142.jpg,480,640,2,256.71,88.94,-96.64,164.93
000000023298.jpg,640,427,2,41.44,255.61,-24.48,-214.6
000000023298.jpg,640,427,2,425.87,186.52,-417.39,-172.95
000000021020.jpg,640,429,2,147.48,198.34,-139.82,-173.97
000000024849.jpg,480,640,2,333.16,312.37,-311.08,-239.35
000000023298.jpg,640,427,2,613.48,111.26,-600.02,-94.37
000000023875.jpg,640,428,2,130.51,204.39,-109.68,-148.56
000000024849.jpg,480,640,2,353.69,315.22,-336.3,-246.84
000000010784.jpg,640,423,2,525.97,264.78,-511.56,-206.04
000000010784.jpg,640,423,2,500.63,262.9,-486.86,-204.38
000000015726.jpg,360,640,2,0,403.14,26.43,-179.1
000000004376.jpg,640,424,2,167.98,316.37,-60.15,-213.3
000000024520.jpg,640,480,2,5.65,307.2,625.69,-134.4
000000023298.jpg,640,427,2,0.92,203.42,362.85,14.66
000000004376.jpg,640,424,2,422.64,174.17,-306.11,-93
000000004376.jpg,640,424,2,163.53,108.48,-116.81,-75.02
000000004376.jpg,640,424,2,312.53,121.97,-290.4,-78.43
000000011702.jpg,500,333,2,65.85,172.11,338.99,-94.28
000000011702.jpg,500,333,2,88.07,108.82,-37.9,-31.9
000000018554.jpg,427,640,2,281.81,213.27,-136.62,-0.42
000000016123.jpg,480,640,2,69.89,116.62,339.88,400.04
000000018554.jpg,427,640,2,0,66.16,363.87,507.68
000000015726.jpg,360,640,2,1.44,34.52,343.73,563.77
000000024520.jpg,640,480,2,39.01,1.9,258.96,418.5
000000024520.jpg,640,480,2,181.21,98.43,2.16,133.48
000000020599.jpg,427,640,2,132.02,4.3,162.96,452.03
000000024520.jpg,640,480,2,278.92,34.05,-77.84,237.31
000000004376.jpg,640,424,2,175.93,190.68,35.98,5.83
000000004376.jpg,640,424,2,436.02,97.14,-342.89,9.87
000000004376.jpg,640,424,2,219.14,97.11,-186.93,0.33
000000017573.jpg,375,500,2,119.1,317.98,41.58,-135.96
000000004376.jpg,640,424,2,401.05,111.37,-377.76,-40.35
000000004376.jpg,640,424,2,377.06,119.65,-345.11,-69.46
000000004376.jpg,640,424,2,481.88,114.71,-432.08,-45.49
000000004376.jpg,640,424,2,120.03,96.49,-107.09,-63.62
000000004376.jpg,640,424,2,295.82,106.37,-277.52,-49
000000020966.jpg,640,480,2,0.18,201.72,105.94,-152.89
000000004376.jpg,640,424,2,245.42,0.48,149.16,262.13
000000016494.jpg,427,640,2,64.57,170.19,241.08,46.49
000000024520.jpg,640,480,2,261.6,330.75,-174.76,-287.55
000000015726.jpg,360,640,2,333.59,367.83,-308.15,-302.1
000000021020.jpg,640,429,2,368.01,149.84,-304.15,-108.47
000000020133.jpg,640,480,2,311.55,286.29,-182.51,-113.59
000000020133.jpg,640,480,2,63.82,261.93,92.38,-154.88
000000002429.jpg,640,480,2,0,140.04,37.75,194.35
000000008356.jpg,640,480,2,24.81,217.89,169.35,37.75
000000024520.jpg,640,480,2,444.48,154.62,-412.19,-118.03
000000009651.jpg,640,427,2,409.65,158.56,-230.37,104.82
000000002429.jpg,640,480,2,360.32,347.59,-264.83,-221.55
000000002429.jpg,640,480,2,437.66,335.53,-354.81,-235.88
000000002429.jpg,640,480,2,551.35,309.33,-469.23,-214.66
000000002429.jpg,640,480,2,544.29,406.82,-448.58,-333.64
000000002429.jpg,640,480,2,145.62,252.48,292.31,-161.88
000000020133.jpg,640,480,2,1.08,2.43,637.84,468.94
000000009148.jpg,640,480,2,69.03,0,381.85,420.67
000000009148.jpg,640,480,2,2.16,31.28,68.11,287.64
000000018670.jpg,640,464,2,2.09,22.94,635.82,410.82
000000000142.jpg,480,640,2,0,226.36,480,-0.14
000000006151.jpg,640,427,2,1.93,213.26,636.14,-6.03
000000002429.jpg,640,480,2,456.16,375.71,-272.32,-277.11
000000000984.jpg,480,640,2,2.88,135.5,467.03,364.68
000000024714.jpg,640,426,2,353.25,195.85,-275.82,-69.96
000000006407.jpg,375,500,2,13.48,6.82,280.91,366.21
000000021292.jpg,640,426,2,105.65,17.04,293.08,391.92
000000012704.jpg,612,612,2,156.78,49.88,242.05,488.86
000000021292.jpg,640,426,2,54.44,1.07,161.43,279.74
000000014036.jpg,640,554,2,355.21,166.36,-139.45,143.68
000000010784.jpg,640,423,2,342.23,244.67,-202.17,-66.69
000000025234.jpg,606,640,2,447.01,239.81,-291.42,-39.64
000000019609.jpg,612,612,2,0,1.53,212.69,558.33
000000024428.jpg,427,640,2,56.09,0.36,201.35,633.89
000000017108.jpg,480,640,2,309.2,277.8,-274.85,-221.53
000000006151.jpg,640,427,2,0.96,0.96,616.99,258.12
000000009651.jpg,640,427,2,3.84,4.8,375.18,412.6
000000017108.jpg,480,640,2,277.2,273.77,-226.89,-209.59
000000021213.jpg,427,640,2,181.04,90.51,-154.61,-65.32
000000020311.jpg,640,425,2,0,26.8,393.41,371.4
000000011677.jpg,612,612,2,384.67,233.67,-323.04,-157.03
000000021213.jpg,427,640,2,342.9,21.33,-281.06,79.29
000000024849.jpg,480,640,2,0,83.43,138.69,465.56
000000024714.jpg,640,426,2,382.96,107.24,-315.86,37.47
000000024714.jpg,640,426,2,539.99,68.88,-494.72,83.18
000000010784.jpg,640,423,2,497.7,207.42,-355.4,7.69
000000011677.jpg,612,612,2,371.14,199.81,-351.03,-154.43
000000014036.jpg,640,554,2,270.09,163.92,-157.04,52.82
000000017108.jpg,480,640,2,234.88,190.97,-203.59,-52.86
000000014036.jpg,640,554,2,230.05,180.17,-151.59,7.32
000000019609.jpg,612,612,2,387.95,13.89,-294.49,136.73
000000019609.jpg,612,612,2,469.57,0,-376.11,162.46
000000014036.jpg,640,554,2,185.63,185.09,-128.1,-87.79
000000024516.jpg,640,427,2,0,165.04,488.41,92.12
000000014036.jpg,640,554,2,183.36,200.89,-106.85,-93.63
000000014036.jpg,640,554,2,168.19,192,-139.46,-149.92
000000019609.jpg,612,612,2,324.98,0,-287.51,90.2
000000019609.jpg,612,612,2,560.11,0,-521.92,105.04
000000019609.jpg,612,612,2,556.33,0,-533.14,48.71
000000012704.jpg,612,612,2,67.39,53.64,477.22,496.47
000000002429.jpg,640,480,2,438.59,259.76,-427.24,-242.35
000000024849.jpg,480,640,2,425.39,212.69,-388.95,-105.07
000000020599.jpg,427,640,2,129.02,202.43,-56.42,-54.42
000000021020.jpg,640,429,2,174.18,193.56,-162.43,-180.6
000000024849.jpg,480,640,2,435.54,205.3,-396.67,-90.21
000000020599.jpg,427,640,2,44.9,338.6,-6.66,-247.32
000000006151.jpg,640,427,2,242.12,10.19,-101.18,37.2
000000024520.jpg,640,480,2,473.32,319.97,-383.4,-300.64
000000021020.jpg,640,429,2,164.56,187.8,-153.19,-174.44
000000013731.jpg,480,640,2,371.06,391.19,-309.22,-149.57
000000024520.jpg,640,480,2,198.87,355.85,-72.11,-328.61
000000006151.jpg,640,427,2,441.66,296.31,-312.22,-189.86
000000021020.jpg,640,429,2,451.05,32.52,-422.04,43.08
000000021260.jpg,480,640,2,0,291.96,225.8,12.93
000000024520.jpg,640,480,2,388.45,438.86,-206.67,-397.72
000000006151.jpg,640,427,2,168.5,182.48,128.3,45.38
000000002429.jpg,640,480,2,355.42,257.81,-307.41,-228.69
000000021020.jpg,640,429,2,179.96,250.84,-153.73,-241.16
000000000902.jpg,640,427,2,149.02,231.26,130.87,-58.35
000000024520.jpg,640,480,2,536.91,344.8,-433.82,-215.94
000000025616.jpg,480,640,2,349.98,379.5,-219.96,-135.35
000000013731.jpg,480,640,2,1.1,9.46,274.07,255.28
000000018670.jpg,640,464,2,415.21,288.67,-203.45,-148.53
000000021020.jpg,640,429,2,179.53,265.07,-153.29,-253.8
000000006809.jpg,640,480,2,62.7,24.86,486.49,400.01
000000013731.jpg,480,640,2,288.43,96.14,-96.86,132.02
000000007934.jpg,640,480,2,0,2.16,482.16,300.94
000000014034.jpg,640,426,2,5.72,72.52,610.88,275.33
000000008562.jpg,640,417,2,118.6,213.44,-20.7,-21.41
000000025234.jpg,606,640,2,240.92,374.2,-130.23,-321.75
000000009148.jpg,640,480,2,242.69,265,-210.05,-249.72
000000020857.jpg,640,480,2,0,97.25,444.24,72.86
000000000142.jpg,480,640,2,106.19,374.53,166.45,-182.24
000000000902.jpg,640,427,2,166,139.2,-60.45,-21.18
000000011702.jpg,500,333,2,360.07,169.34,-272.51,-144.54
000000006407.jpg,375,500,2,20.17,360.45,218.02,-220.9
000000009511.jpg,640,480,2,180.13,58.25,185.54,182.29
000000002902.jpg,640,427,2,225.65,0,74.01,379.68
000000021292.jpg,640,426,2,121.92,279.8,-40.61,-137.1
000000020311.jpg,640,425,2,131.5,194.16,-21.53,-130.13
000000008773.jpg,424,640,2,51.78,83.18,289.07,241.85
000000023729.jpg,640,480,2,38.83,11.94,500.5,448.64
000000025616.jpg,480,640,2,0.86,461.09,134.28,-304.1
000000018554.jpg,427,640,2,127.56,296.69,34.21,45.4
000000002624.jpg,427,640,2,0,69.49,272.83,98.59
000000012357.jpg,500,375,2,215.48,96.02,-93.55,40.81
000000015126.jpg,480,640,2,0,54.53,480,361.61
000000021020.jpg,640,429,2,315.08,231.24,-290.59,-215.83
000000009651.jpg,640,427,2,263.47,94.01,21.57,68.39
000000013731.jpg,480,640,2,220.51,0.53,-40,130.01
000000024882.jpg,640,478,2,327.62,134.34,-15.24,79.42
000000023054.jpg,640,427,2,148.4,147.44,61.27,-34.47
000000009511.jpg,640,480,2,34.22,148.7,129,40.69
000000007251.jpg,640,480,2,0,0,360.54,277.67
000000003518.jpg,640,427,2,141.7,20.68,217.32,123.89
000000013922.jpg,612,612,2,332.07,142.85,-59,141.19
000000007367.jpg,640,480,2,348.4,213.57,-56.8,49.62
000000003518.jpg,640,427,2,186.03,279.28,72.29,-180.96
000000020966.jpg,640,480,2,178.01,93.05,-149.39,-69.67
000000016123.jpg,480,640,2,0,18.26,477.48,341.29
000000020765.jpg,426,640,2,72.27,47.49,122.3,119.19
000000024714.jpg,640,426,2,210.53,182.25,-179.46,-138.54
000000000984.jpg,480,640,2,85.73,254.75,144.21,51.16
000000006407.jpg,375,500,2,225.84,446.07,-106.74,-392.14
000000000984.jpg,480,640,2,381.94,311.01,-283.88,-217.17
000000024520.jpg,640,480,2,320.9,421.05,-234.39,-376.06
000000014036.jpg,640,554,2,514.22,387.19,-390.46,-292.9
000000021921.jpg,427,640,2,101.36,152.78,178.93,67.84
000000016680.jpg,640,161,2,504.29,17.03,-426.67,87.63
000000019836.jpg,640,426,2,314.95,57.44,-233.58,111.04
